Time, Roll1,Pitch1,Yaw1,Acc1x,Acc1y,Acc1z,Gyro1x,Gyro1y,Gyro1z,Q1w,Q1x,Q1y,Q1z, Roll2,Pitch2,Yaw2,Acc2x,Acc2y,Acc2z,Gyro2x,Gyro2y,Gyro2z,Q2w,Q2x,Q2y,Q2z, Roll3,Pitch3,Yaw3,Acc3x,Acc3y,Acc3z,Gyro3x,Gyro3y,Gyro3z,Q3w,Q3x,Q3y,Q3z
270683572,-68.0,52.0,61.0,4588.0,-5827.0,5519.0,47,23,44,525,-433,121,-721,122.0,16.0,-28.0,1122.0,6841.0,-2336.0,-53,19,74,-476,-558,2303,-1,-192.0,24384.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
270934808,-71.0,48.0,59.0,4331.0,-5940.0,5531.0,-45,183,144,532,-430,139,-714,124.0,20.0,-24.0,1415.0,7054.0,-2035.0,-175,54,230,-501,-531,582,356,87.0,-69.0,34.0,-7426.0,6104.0,229.0,217,459,2090,-685,-637,-310,168
270954760,-72.0,48.0,59.0,4304.0,-5931.0,5582.0,-49,220,162,533,-429,141,-714,124.0,21.0,-23.0,1463.0,7011.0,-1996.0,-177,217,251,-504,-529,582,355,92.0,-65.0,32.0,-6505.0,5909.0,430.0,-206,374,2128,-687,-643,-299,150
270963736,-72.0,47.0,59.0,4231.0,-5955.0,5587.0,-64,216,171,534,-429,143,-714,124.0,21.0,-23.0,1493.0,6959.0,-1907.0,-218,221,240,-506,-527,581,355,94.0,-62.0,31.0,-6372.0,6117.0,413.0,-455,254,2042,-690,-645,-293,141
270983704,-73.0,47.0,59.0,4150.0,-6008.0,5566.0,-56,209,192,535,-428,146,-713,124.0,22.0,-22.0,1582.0,6970.0,-1715.0,-292,83,195,-510,-524,581,355,98.0,-58.0,29.0,-6557.0,6553.0,295.0,-561,485,1873,-696,-647,-284,123
270995108,-73.0,46.0,59.0,4179.0,-6026.0,5553.0,-44,215,197,535,-427,147,-712,125.0,22.0,-22.0,1589.0,7000.0,-1620.0,-302,71,187,-511,-522,581,356,99.0,-57.0,28.0,-6577.0,6665.0,222.0,-491,744,1885,-698,-648,-280,114
271015060,-73.0,46.0,59.0,4292.0,-6072.0,5503.0,-29,252,198,536,-426,150,-712,125.0,22.0,-21.0,1656.0,7092.0,-1590.0,-318,11,205,-515,-518,581,357,101.0,-55.0,27.0,-6437.0,6719.0,151.0,-440,926,1924,-700,-649,-278,103
271024024,-74.0,45.0,59.0,4323.0,-6114.0,5482.0,-46,260,195,537,-426,152,-711,125.0,23.0,-21.0,1692.0,7119.0,-1583.0,-334,-22,221,-516,-516,581,358,105.0,-51.0,25.0,-5669.0,6825.0,126.0,-492,983,1990,-702,-652,-272,81
271043976,-74.0,45.0,59.0,4242.0,-6214.0,5425.0,-100,281,195,537,-425,155,-711,125.0,23.0,-20.0,1687.0,7112.0,-1546.0,-368,-28,254,-519,-512,581,359,110.0,-46.0,22.0,-4949.0,7180.0,179.0,-689,635,1890,-706,-653,-265,59
271052952,-74.0,44.0,59.0,4150.0,-6268.0,5389.0,-134,301,205,538,-424,157,-710,125.0,24.0,-20.0,1638.0,7104.0,-1531.0,-382,-1,264,-521,-509,581,360,112.0,-45.0,21.0,-4824.0,7435.0,183.0,-749,414,1770,-709,-653,-260,50
